text,label
Very pleased with this headset.,1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1
"It's a fresh, subtle, and rather sublime effect.  ",1
I was particularly pleased with the acting ability of Dwight Schultz.  ,1
Also the music by Mark Snow is possibly the best score I've ever heard.  ,1
I got home to see the driest damn wings ever!,0
We sat another ten minutes and finally gave up and left.,0
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1
"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0
No buyers remorse on this one!.,0
Does not charge the Cingular (ATT) 8525 phone.,0
"Then, there's the plot holes.  ",0
There still are good actors around!  ,1
I didn't think that the instructions provided were helpful to me.,0
Babie Bop is very cute.  ,1
1/10 - and only because there is no setting for 0/10.  ,0
"I have eaten here multiple times, and each time the food was delicious.",1
"If you want healthy authentic or ethic food, try this place.",1
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
"too bad cause I know it's family owned, I really wanted to like this place.",0
Kris Kristoffersen is good in this movie and really makes a difference.  ,1
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
I plugged it in only to find out not a darn thing worked.,0
The ambiance was incredible.,1
"The lines, the cuts, the audio, everything is wrong.  ",0
"Unfortunately, this is a bad movie that is just plain bad.  ",0
The bathrooms are clean and the place itself is well decorated.,1
"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1
I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0
The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,0
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0
Don't buy this product.,0
"Schrader has made a resume full of lousy, amateurish films.  ",0
Generous portions and great taste.,1
"However, there was so much garlic in the fondue, it was barely edible.",0
Easy to use.,1
"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
Great case and price!,1
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1
I would recommend this.,1
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
Service sucks.,0
Waste of 13 bucks.,0
Every single character was hilarious and deserved to be called a lead.  ,1
You have to hold the phone at a particular angle for the other party to hear you clearly.,0
The Buffet at Bellagio was far from what I anticipated.,0
Now I know that I made a wise decision.,1
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1
Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0
They do not care about the consumer one bit.,0
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0
"One of the most boring,pointless movies I have ever seen.  ",0
But now I was completely grossed out.,0
"Great price, too!",1
Disappointment.. I hate anything that goes in my ear.,0
Couldn't ask for a more satisfying meal.,1
Worth every penny.,1
I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,1
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
Avoid at ALL costs!  ,0
"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0
"It's dumb and pointless, and a complete waste of time.  ",0
It would take too long to describe how bad my customer service experience has been with Amazon.,0
I believe the screenwriter did a good job of tying up the loose ends.  ,1
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",1
Don't miss it.  ,1
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1
The acting is beyond abysmal.  ,0
Restaurant is always full but never a wait.,1
The flair bartenders are absolutely amazing!,1
Piece of trash.,0
Blue Ant is easy to use.,1
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0
Mobile Phone Tools are a must have.,1
BT50 battery junk!.,0
"It is light, easy to use, and has very clear reception and transmission.",1
It was horrible!.,0
The patio seating was very comfortable.,1
Best of luck to the rude and non-customer service focused new management.,0
My first visit to Hiro was a delight!,1
"I also didn't like the ""on"" button, it felt like it would crack with use.",0
Disappointing experience.,0
"You get extra minutes so that you can carry out the call and not get cut off.""",1
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1
Works good.,1
The story line is totally predictable.  ,0
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1
It finds my cell phone right away when I enter the car.,1
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0
"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1
"As an earlier review noted, plug in this charger and nothing happens.",0
I won't be back.,0
2 Thumbs Up!!,1
Lasted one day and then blew up.,0
Love this headset!,1
The nano stated it.My son was dissapointed.,0
I wouldn't recommend buying this product.,0
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0
"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0
I love the Pho and the spring rolls oh so yummy you have to try.,1
Please dont waste your money.,0
Not much seafood and like 5 strings of pasta at the bottom.,0
"Overall, a delight!  ",1
Don't bother - go to the store.,0
The food was excellent and service was very good.,1
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
There was hardly any meat.,0
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1
Thank you for such great service.,1
None of the three sizes they sent with the headset would stay in my ears.,0
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1
"Looks great and is strong.""",1
I'm still infatuated with this phone.,1
Generally; it just lacked imagination.  ,0
I love all the features and form factor.,1
This is an unbelievable BARGAIN!,1
My husband said she was very rude... did not even apologize for the bad food or anything.,0
"If you hate earbugs, avoid this phone by all means.",0
Virgin Wireless rocks and so does this cheap little phone!,1
We watched our waiter pay a lot more attention to other tables and ignore us.,0
What a big waste of time.,0
And then tragedy struck.,0
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0
And don't even get me started on the jerky camerawork.  ,0
Google mediocre and I imagine Smashburger will pop up.,0
The place was not clean and the food oh so stale!,0
I probably won't be coming back here.,0
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0
DELICIOUS!!,1
I advise EVERYONE DO NOT BE FOOLED!,0
"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1
It even has its sweet moments.  ,1
"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",0
"It was forced, like everything in this movie.  ",0
Wow... Loved this place.,1
"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0
This wonderful experience made this place a must-stop whenever we are in town again.,1
The one down note is the ventilation could use some upgrading.,0
Brilliant!  ,1
"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",1
This is actually a very smart movie.  ,1
Yet Plantronincs continues to use the same flawed charger design.,0
"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1
Not loud enough and doesn't turn on like it should.,0
The phone loads super!,1
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
I'd love to go back.,1
"I am pairing this with my iphone, and I could not be happier with it so far.",1
"This is a simple little phone to use, but the breakage is unacceptible.",0
"Love the margaritas, too!",1
But what really made it unwatchable was the direction.  ,0
The transfers are very good.  ,1
Integrated seamlessly with the Motorola RAZR phone.,1
dont go here.,0
Service was fine and the waitress was friendly.,1
"If it were possible to give them zero stars, they'd have it.",0
"It was either too cold, not enough flavor or just bad.",0
I got it because it was so small and adorable.,1
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1
A standout scene.  ,1
Also its slim enough to fit into my alarm clock docking station without removing the case.,1
"The chips that came out were dripping with grease, and mostly not edible.",0
Left very frustrated.,0
The kids play area is NASTY!,0
Def coming back to bowl next time,1
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
Don't waste your time here.,0
"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  ",1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
I never walked out of a movie faster.  ,0
Hence the whole story lacks a certain energy.  ,0
I can't believe there's even a sequel to this!  ,0
- the food is rich so order accordingly.,1
"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",1
This movie is also revealing.  ,1
Don't make the same mistake I did.,0
It is not just a cult... it is a cult CLASSIC.  ,1
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
Good Service-check!,1
If you want a real scare rent this one!  ,1
"On a positive note, our server was very attentive and provided great service.",1
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0
Poor quality.,0
"horrible, had to switch 3 times.",0
Their Research and Development division obviously knows what they're doing.,1
its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,1
I can't use this case because the smell is disgusting.,0
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
Phone now holds charge like it did when it was new.,1
"After one bite, I was hooked.",1
Has been working great.,1
Fantastic buy and will get again for whatever my next phone is,1
"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0
Which are small and not worth the price.,0
Owner's are really great people.!,1
Good price.,1
The RI style calamari was a joke.,0
Food was really boring.,0
":-)Oh, the charger seems to work fine.",1
EXCELLENT SERVICE!!!!!!!!.,1
"Not to mention the combination of pears, almonds and bacon is a big winner!",1
So there is no way for me to plug it in here in the US unless I go by a converter.,0
The script iswas there a script?  ,0
"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1
"I saw this film over Christmas, and what a great film it was!  ",1
Beautiful styling though.,1
Not nearly as good looking as the AMAZON picture makes it look.,0
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0
Avoid this one if you can.,0
"I really recommend this faceplates since it looks very nice, elegant and cool.",1
Sooooo good!!,1
Total brunch fail.,0
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
"Good food , good service .",1
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,0
"Beware: this is not a trashy cult movie, this is trash -period!  ",0
Very wind-resistant.,1
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
Nothing short of magnificent photography/cinematography in this film.  ,1
I mean this in a terrible way.  ,0
"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
The last 15 minutes of movie are also not bad as well.  ,1
"), and sometimes it was so embarrassing that I had to look away.  ",0
The volume switch rocketed out of the unit to a destination unknown.,0
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1
Ironically I mostly find his films a total waste of time to watch.  ,0
Battery is terrible.,0
"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0
This place is horrible and way overpriced.,0
I ordered this product first and was unhappy with it immediately.,0
The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1
Magical Help.,1
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0
Unreliable - I'm giving up.,0
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0
Never again will I be dining at this place!,0
The Greek dressing was very creamy and flavorful.,1
good protection and does not make phone too bulky.,1
I great reception all the time.,1
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0
DELETE this film from your mind!  ,0
Im in AZ all the time and now have my new spot.,1
Very well made and fits my Surefire GX2 perfectly.,1
i got this phone around the end of may and i'm completely unhappy with it.,0
But it wasn't until I watched this film that I realised how great he actually was.  ,1
"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1
""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  ",1
This is the place where I first had pho and it was amazing!!,1
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
The sound quality is excellent as well.,1
Glad I didn't pay to see it.  ,0
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0
"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",0
Food was great and so was the serivce!,1
poor voice clarity.,0
I took back my money and got outta there.,0
"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
I was mortified.,0
If you are Razr owner...you must have this!,1
The seasonal fruit was fresh white peach puree.,1
We won't be returning.,0
His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0
The speaker is of low quality so as making the ring tones sound very cheap.,0
The shipping time was also very quick!,1
"As for the service, I thought it was good.",1
"The chains, which I'm no fan of, beat this place easily.",0
This place has it!,1
"Plus, it was well-paced and suited its relatively short run time.  ",1
Omit watching this.  ,0
Returned 8 hours later.,0
Over rated.,0
"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0
The football scenes at the end were perplexing.  ,0
Exceptionally bad!  ,0
I am very happy,1
") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  ",1
"The sangria was about half of a glass wine full and was $12, ridiculous.",0
Do not waste your money here!,0
I will come back here every time I'm in Vegas.,1
"This is a good battery, and it got here really fast.",1
The reception is excellent!,1
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",1
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
"Very convenient, since we were staying at the MGM!",1
This scene is very strong and unpleasant.  ,0
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1
This was such an awesome movie that i bought it off of Ebay.  ,1
"The chips and salsa were really good, the salsa was very fresh.",1
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0
I love this phone!.,1
Their monster chicken fried steak and eggs is my all time favorite.,1
Soyo technology sucks.,0
10/10  ,1
Lots of holes in the script.  ,0
Could not get strong enough signal.,0
Thank you for wasting my money.,0
It is very comfortable on the ear.,1
The soundtrack sucked.  ,0
They also have the best cheese crisp in town.,1
Service was fantastic.,1
I wouldn't return.,0
The selection of food was not the best.,0
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
I was very excited to get this headset because I thought it was really cute.,1
Couldn't figure it out,0
I sat riveted to the TV screen.  ,1
I don't like this Nokia either.,0
I enjoyed reading this book to my children when they were little.  ,1
Her role was played well.  ,1
Also difficult to put on.I'd recommend avoiding this product.,0
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1
"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
Great time - family dinner on a Sunday night.,1
It is shameful.  ,0
"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1
The incredible soundtrack truly captures the essence of the film.  ,1
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0
I bought two of them and neither will charge.,0
This place is two thumbs up....way up.,1
I love this place.,1
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0
I'll take my business dinner dollars elsewhere.,0
I came out of it feeling angry.  ,0
Sauce was tasteless.,0
I don't know what kind it is but they have the best iced tea.,1
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1
This place should honestly be blown up.,0
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0
Very little music or anything to speak of.  ,0
The dialogue is atrocious.  ,0
"Buy it, play it, enjoy it, love it.  ",1
This is simply the BEST bluetooth headset for sound quality!,1
Meredith M was better than all right.  ,1
Great food.,1
"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ",1
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0
They made this case too small and is very difficult to install.,0
AFter the first charge kept going dead after 12 minutes.,0
I am a fan of his ... This movie sucked really bad.  ,0
The picture resolution is far below what other comparably-priced phones are offering today.,0
The guy who said he's had better dialogue with his potted plants has it right.  ,0
An excellent performance from Ms.  ,1
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0
I cannot make calls at certain places.,0
This place lacked style!!,0
[...] down the drain because of a weak snap!,0
I had a seriously solid breakfast here.,1
""" But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0
Food was below average.,0
These are certainly very comfortable and functionality is decent.,1
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1
This place is great!!!!!!!!!!!!!!,1
Would recommend this item.,1
This movie has a cutting edge to it.  ,1
It is a really good show to watch.  ,1
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
Food arrived quickly!,1
"Even Billy Bob couldn't rise above the script, which was worse.  ",0
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0
Excellent dual-purpose headset.,1
This battery is an excellent bargain!,1
"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  ,0
"The best scene in the movie is at the end, but I won't spoil it.  ",1
"That said, our mouths and bellies were still quite pleased.",1
You will leave the theater wanting to go out and dance under the stars.  ,1
"Gotta love those close-ups of slimy, drooling teeth!  ",1
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0
This is truly an art movie--it actually has a lot of art in it.  ,1
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
They were excellent.,1
"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",0
"Overall, the film is interesting and thought-provoking.  ",1
This is the first phone I've had that has been so cheaply made.,0
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0
In my house I was getting dropped coverage upstairs and no coverage in my basement.,0
See it.  ,1
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1
STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1
Non-linear narration thus many flashbacks and every part are articulated quite well.  ,1
The food is very good for your typical bar food.,1
"I only used it two days, and it wasn't always easy to hear with.",0
"Overall, I like there food and the service.",1
"The microphone also works well, but (according to people I have called) it applifies everything.",1
Nothing at all to recommend.  ,0
"The best part about ""Nurse Betty"" is it's unpredictability.  ",1
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0
"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1
Plantronics Bluetooth Excelent Buy.,1
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
We could not believe how dirty the oysters were!,0
"But I recommend waiting for their future efforts, let this one go.  ",0
Excellent sound quality.,1
Truly awful.,0
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
Lame would be the best way to describe it.  ,0
We have tried 2 units and they both failed within 2 months.. Pros,0
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,1
Basically the service was very bad.,0
"I have been here several times in the past, and the experience has always been great.",1
The best electronics of the available FM Transmitters.,1
My friend did not like his Bloody Mary.,0
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
I am going to have to be the first to negatively review this product.,0
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1
Awful.  ,0
The cast is always entertaining as usual.  ,1
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1
The best phone in market :).,1
We've tried to like this place but after 10+ times I think we're done with them.,0
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",0
I want my money back.,0
"The bottowm line...another worthless, cheap gimmick from Sprint.",0
Sprint charges for this service.,0
"This is an excellent tool, especially when paired with your phone's auto-answer.",1
Nargile - I think you are great.,1
AVOID THIS ESTABLISHMENT!,0
"The food was great as always, compliments to the chef.",1
"Good , works fine.",1
"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
Good prices.,1
Pricing is a bit of a concern at Mellow Mushroom.,0
VERY comfortable.,1
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,1
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
Linda Cardellini is the only thing good in this film.  ,1
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
Items stated as included from the description ARE NOT INCLUDED.,0
"It was too predictable, even for a chick flick.  ",0
"Bela Lugosi was totally extraneous, intoning odd lines.  ",0
Can't upload ringtones from a third party.,0
"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
It definitely was not as good as my S11.,1
I did not expect this to be so good!,1
The worst piece of crap ever along with the Verizon customer service.,0
Were JERKS on the phone.,0
I had the mac salad and it was pretty bland so I will not be getting that again.,0
She was quite disappointed although some blame needs to be placed at her door.,0
Krussel Always good.,1
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1
"This gets a 1 out of 10, simply because there's nothing lower.  ",0
"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0
This phone is pretty sturdy and I've never had any large problems with it.,1
Lange had become a great actress.  ,1
The fried rice was dry as well.,0
The dialogue is composed of things that make little sense.  ,0
"Good product, good seller.",1
Pretty cool I would say.,1
Much less than the jawbone I was going to replace it with.,1
"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0
Doesn't hold charge.,0
My drink was never empty and he made some really great menu suggestions.,1
Great food and great service in a clean and friendly setting.,1
"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1
"When I first watched this movie, in the 80s, I loved it.  ",1
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",1
"Give it a try, you will be happy you did.",1
Highly entertaining at all angles.  ,1
"I love Lane, but I've never seen her in a movie this lousy.  ",0
"Saw the movie today and thought it was a good effort, good messages for kids.  ",1
Poor Reliability.,0
I would recommend it.,1
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
It shouldn't take 30 min for pancakes and eggs.,0
"The menu is always changing, food quality is going down & service is extremely slow.",0
"Best of all is the rotating feature, very helpful.",1
The chicken wings contained the driest chicken meat I have ever eaten.,0
I don't think I'll be running back to Carly's anytime soon for food.,0
Crust is not good.,0
I consider this theft.,0
The vegetables are so fresh and the sauce feels like authentic Thai.,1
It's a great item.,1
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0
Phone is sturdy as all nokia bar phones are.,1
Even worse than Ticker!  ,0
"The seller is very understanding and patient, I would definitely buy from them again.",1
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0
New Battery works great in phone.,1
Now I am getting angry and I want my damn pho.,0
"All things considered, a job very well done.  ",1
Nothing new there.  ,0
Just as good as when I had it more than a year ago!,1
"I loved the grilled pizza, reminded me of legit Italian pizza.",1
The commercials are the most misleading.,0
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
This is a great deal.,1
it did not work in my cell phone plug i am very up set with the charger!.,0
I enjoyed it.  ,1
"It's fits like a glove and is strong, secure, and durable.",1
"Again, no plot at all.  ",0
The classic Maine Lobster Roll was fantastic.,1
Not worth it.,0
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1
Disapointing Results.,0
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0
My 8/10 score is mostly for the plot.  ,1
Enough can not be said of the remarkable animation in this film.  ,1
"Of all the dishes, the salmon was the best, but all were great.",1
My sister has one also and she loves it.,1
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1
These were so good we ordered them twice.,1
"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1
But I thought his acting was skilled.  ,1
"I went on Motorola's website and followed all directions, but could not get it to pair again.",0
We'd definitely go back here again.,1
Battery is holding up well.,1
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0
It was also the right balance of war and love.  ,1
"Good value, works fine - power via USB, car, or wall outlet.",1
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1
The script is horrendously stupid.  ,0
The stories were as unbelievable as the actors.  ,0
The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1
