text,label
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0
Everything about this product is wrong.First,0
I believe that Pitch Black was done well.  ,1
Awful.  ,0
"I loved the grilled pizza, reminded me of legit Italian pizza.",1
In my house I was getting dropped coverage upstairs and no coverage in my basement.,0
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",1
I'd like to return it.,0
It has been a winner for us.,1
Stay Away From the Q!.,0
Julian Fellowes has triumphed again.  ,1
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0
There's also enough hypocrisy in this film to make me vomit.  ,0
Superb Phone on a Great Network.,1
"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",0
"Avoid, avoid, avoid!  ",0
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0
I can't believe there's even a sequel to this!  ,0
"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0
Piece of trash.,0
"He is an amazing film artist, one of the most important whoever lived.  ",1
Worst hour and a half of my life!Oh my gosh!  ,0
The Veggitarian platter is out of this world!,1
"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1
""" The structure of this film is easily the most tightly constructed in the history of cinema.  ",1
I would not recommend this item to anyone.,0
"I'd rather eat airline food, seriously.",0
It really created a unique feeling though.  ,1
It's just painful!  ,0
It was a long time that i didn't see a so charismatic actor on screen.  ,1
I had the opportunity today to sample your amazing pizzas!,1
Couldn't figure it out,0
My drink was never empty and he made some really great menu suggestions.,1
But this movie really got to me.  ,1
"There was so much hype over this phone that I assumed it was the best, my mistake.",0
"Overall, I like this place a lot.",1
He came running after us when he realized my husband had left his sunglasses on the table.,1
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,0
Poor quality.,0
This place deserves one star and 90% has to do with the food.,0
We waited for forty five minutes in vain.,0
The death row scenes were entirely unmoving.  ,0
Poor Talk Time Performance.,0
Great Product.,1
"I wish I could enter negative values, admins?  ",0
Worst ever.,0
The camera really likes her in this movie.  ,1
Fantastic earphones.,1
"REAL sushi lovers, let's be honest - Yama is not that good.",0
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
Owner's are really great people.!,1
From here on the Widmark character turns unintentionally comical!  ,0
i wouldnt see this movie again for free.  ,0
"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",1
Cant get the software to work with my computer.,0
Started watching this but didn't believe in any of the characters.  ,0
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1
Setup went very smoothly.,1
""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",1
Works fine.,1
"I cannot believe that the actors agreed to do this ""film"".  ",0
It's just lame.  ,0
Mobile Phone Tools are a must have.,1
"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0
I never walked out of a movie faster.  ,0
"The best scene in the movie is at the end, but I won't spoil it.  ",1
Really awful.  ,0
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1
We watched our waiter pay a lot more attention to other tables and ignore us.,0
Don't miss it.  ,1
"The seller is very understanding and patient, I would definitely buy from them again.",1
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
"I have used several phone in two years, but this one is the best.",1
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,0
Also the music by Mark Snow is possibly the best score I've ever heard.  ,1
Their network coverage in Los Angeles is horrible.,0
Very well made and fits my Surefire GX2 perfectly.,1
"The acting is terrible, and the writing is worse.  ",0
So they performed.,1
The two main characters may be two of the most believable children I ever saw put on screen.  ,1
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0
Excellent starter wireless headset.,0
"If you hate earbugs, avoid this phone by all means.",0
"That said, our mouths and bellies were still quite pleased.",1
I'd love to go back.,1
"This gets a 1 out of 10, simply because there's nothing lower.  ",0
"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1
It even has its sweet moments.  ,1
"It's dumb and pointless, and a complete waste of time.  ",0
I will not be eating there again.,0
Non-linear narration thus many flashbacks and every part are articulated quite well.  ,1
About ten minutes into this film I started having second thoughts.  ,0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,0
The acting was bad.  ,0
These products cover up the important light sensor above the ear outlet.,0
VERY funny!  ,1
Bad Purchase.,0
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1
This place is great!!!!!!!!!!!!!!,1
We loved the biscuits!!!,1
"Saw the movie today and thought it was a good effort, good messages for kids.  ",1
"Anyway, I do not think i will go back there.",0
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
The crêpe was delicate and thin and moist.,1
The phone crashed completely and now I have to get it replaced.,0
The food came out at a good pace.,1
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",1
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1
Kieslowski never ceases to amaze me.  ,1
"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0
"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1
The nokia CA-42 USB cable did not work with my phone.,0
Iam very pleased with my purchase.,1
"The chips that came out were dripping with grease, and mostly not edible.",0
"I love Lane, but I've never seen her in a movie this lousy.  ",0
Service was fine and the waitress was friendly.,1
Then I had to continue pairing it periodically since it somehow kept dropping.,0
Omit watching this.  ,0
I had to walk out of the theatre for a few minutes just to get some relief!  ,0
Barney is definitely super DE duper.  ,1
It is practically useless and did not add any kind of boost to my reception after I bought it.,0
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
Never going back.,0
"Your servers suck, wait, correction, our server Heimer sucked.",0
Doesn't hold charge.,0
This game rocks.  ,1
This is an unbelievable BARGAIN!,1
"I've only had my bluetooth for a few weeks, but I really like it.",1
A film not easily forgotten.  ,1
Good Service-check!,1
"Nice case, feels good in your hands.",1
"People who like European films and ""art movies"" will like this movie.  ",1
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
That's how I'd describe this painfully dreary time-waster of a film.  ,0
This is a great deal.,1
I purcashed this for the car charger and it does not work.,0
But it wasn't until I watched this film that I realised how great he actually was.  ,1
Never again will I be dining at this place!,0
Service is also cute.,1
"A must study for anyone interested in the ""worst sins"" of industrial design.",0
it did not work in my cell phone plug i am very up set with the charger!.,0
This product is very High quality Chinese CRAP!!!!!!,0
"Nice quality build, unlike some cheap s*** out there.",1
Great product for the price!.,1
The acting sucked.  ,0
Nine out of ten for a truly lovely film.  ,1
Doesn't work at all.. I bougth it for my L7c and its not working.,0
I don't think I've ever gone to a movie and disliked it as much.  ,0
Google mediocre and I imagine Smashburger will pop up.,0
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
Well... Just if you keep thinking how bad it is.  ,0
It defeats the purpose of a bluetooth headset.,0
The ambiance was incredible.,1
Avoid this film at all costs.  ,0
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1
"A couple of months later, I returned and had an amazing meal.",1
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1
"Buyer Beware, you could flush money right down the toilet.",0
If you plan to use this in a car forget about it.,0
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1
Design Flaw?.,0
Nice ambiance.,1
So don't go there if you are looking for good food...,0
"Yeah, the movie pretty much sucked.  ",0
But what really made it unwatchable was the direction.  ,0
"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1
"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  ",0
STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0
Very disappointed in AccessoryOne.,0
"This is a good battery, and it got here really fast.",1
Thanks good a movie like this was done and released.  ,1
"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1
This phone works great.,1
"Comfortable, Nice Range, Good Battery Life.",1
"OMG, the food was delicioso!",1
"This place is not worth your time, let alone Vegas.",0
Just had lunch here and had a great experience.,1
This company charge me a restocking fee and still not given me my refund back.,0
Reception is terrible and full of static.,0
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1
My rating: just 3 out of 10.  ,0
The live music on Fridays totally blows.,0
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
The stories were powerful explorations of the nature of man and of art.  ,1
Totally believable.  ,1
"Not only will it drain your player, but may also potentially fry it.",0
At least think to refill my water before I struggle to wave you over for 10 minutes.,0
Disappointment.. I hate anything that goes in my ear.,0
"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0
Their Research and Development division obviously knows what they're doing.,1
This place has a lot of promise but fails to deliver.,0
Probably not in a hurry to go back.,0
The fries were great too.,1
"The plot - well, I said I'd let that one go.  ",0
Which has more depth and character than the man underneath it.  ,0
No actress has been worse used that June Allison in this movie.  ,0
Crust is not good.,0
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0
"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1
We waited an hour for what was a breakfast I could have done 100 times better at home.,0
Very friendly staff.,1
"Probably never coming back, and wouldn't recommend it.",0
It's a long time since I was so entertained by a movie.  ,1
I enjoyed it.  ,1
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0
Love this product.,1
A good commentary of today's love and undoubtedly a film worth seeing.  ,1
"For that, it's worth checking out.  ",1
Left very frustrated.,0
"After waiting an hour and being seated, I was not in the greatest of moods.",0
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0
If you are reading this please don't go there.,0
"Overall, I like there food and the service.",1
Very nice and relaxing late night viewing.  ,1
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0
The soundtrack sucked.  ,0
Utter crap.. Sound quality is TERRIBLE.,0
It's a great place and I highly recommend it.,1
"Cute, quaint, simple, honest.",1
"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0
The place was not clean and the food oh so stale!,0
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0
The pancake was also really good and pretty large at that.,1
"Needless to say, I won't be going back anytime soon.",0
Must have been an off night at this place.,0
"I didn't want the clip going over the top of my ear, causing discomfort.",0
It just blew.  ,0
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1
Service is quick and friendly.,1
Love This Phone.,1
They refuse to refund or replace.,0
I don't recommend unless your car breaks down in front of it and you are starving.,0
If you want a real scare rent this one!  ,1
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1
Today is the second time I've been to their lunch buffet and it was pretty good.,1
"Overall, a delight!  ",1
Babie Bop is very cute.  ,1
Battery life is real good.,1
Exceptionally bad!  ,0
And the accents are absolutely abysmal!  ,0
"VERY cheap plastic, creaks like an old wooden floor.",0
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,0
"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
"Excellent sound, battery life and inconspicuous to boot!.",1
The film is way too long.  ,0
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1
This one works and was priced right.,1
That was funny.  ,1
Not good for the money.,0
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
"Great food and service, huge portions and they give a military discount.",1
"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.",0
We recently witnessed her poor quality of management towards other guests as well.,0
If you are Razr owner...you must have this!,1
"It lacked flavor, seemed undercooked, and dry.",0
This movie is so awesome!  ,1
Good price.,1
The food was excellent and service was very good.,1
Worst food/service I've had in a while.,0
Excellent performance.  ,1
Over rated.,0
Everything about it is fine and reasonable for the price i.e.,1
"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",1
I think this restaurant suffers from not trying hard enough.,0
"Looks great and is strong.""",1
I probably would not go here again.,0
Awesome selection of beer.,1
"Beware: this is not a trashy cult movie, this is trash -period!  ",0
Im in AZ all the time and now have my new spot.,1
This greedy corporation will NEVER see another dime from me!,0
"But I recommend waiting for their future efforts, let this one go.  ",0
I'm not sure what he was trying to do with this film.  ,0
I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
I've missed numerous calls because of this reason.,0
There is nothing authentic about this place.,0
"If you look for authentic Thai food, go else where.",0
"I was very uneasy with how bad this movie was, but not scared at all.  ",0
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
Please stay away from the shrimp stir fried noodles.,0
These are fabulous!,1
But it's just not funny.  ,0
The phone is sturdy and waterproof.,1
They brought a fresh batch of fries and I was thinking yay something warm but no!,0
"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0
All the bread is made in-house!,1
This place has it!,1
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0
Boy was that sucker dry!!.,0
DELETE this film from your mind!  ,0
"Not frightening in the least, and barely comprehensible.  ",0
I dont think I will be back for a very long time.,0
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1
I received it quickly and it works great!!,1
"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ",0
Not good when wearing a hat or sunglasses.,0
Service was very prompt.,1
It finds my cell phone right away when I enter the car.,1
But I thought his acting was skilled.  ,1
This item is fantastic and works perfectly!,1
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0
After two I felt disgusting.,0
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1
Very easy to use.,1
"Give it a try, you will be happy you did.",1
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
IT'S REALLY EASY.,1
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1
great...no problems at all!.,1
Check it out.,1
Great for the jawbone.,1
Great food and great service in a clean and friendly setting.,1
"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",0
I've never been treated so bad.,0
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0
I would recommend saving room for this!,1
"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1
It'll be a regular stop on my trips to Phoenix!,1
Rip off---- Over charge shipping.,0
This one is simply a disappointment.,0
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1
A FLY was in my apple juice.. A FLY!!!!!!!!,0
"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1
"The menu is always changing, food quality is going down & service is extremely slow.",0
If you check the director's filmography on this site you will see why this film didn't have a chance.  ,0
Very much disappointed with this company.,0
I rather enjoyed it.  ,1
""" I love it.  ",1
The volume switch rocketed out of the unit to a destination unknown.,0
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0
Then a few days later the a puff of smoke came out of the phone while in use.,0
THERE IS NO PLOT OR STORYLINE!!  ,0
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1
His performance is simply genius.  ,1
"The food, amazing.",1
I think i was one of the people who found this another one of roth's pearls.  ,1
"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",0
The dialogue is composed of things that make little sense.  ,0
Not enough volume.,0
Much less than the jawbone I was going to replace it with.,1
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1
"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0
A great touch.,1
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1
"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",0
Nice Sound.,1
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0
Poor product.,0
I had the chicken Pho and it tasted very bland.,0
$50 Down the drain.,0
Service stinks here!,0
"Food was good, service was good, Prices were good.",1
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
Also the story and acting were weak.  ,0
"I love this phone , It is very handy and has a lot of features .",1
the spaghetti is nothing special whatsoever.,0
"For service, I give them no stars.",0
The transfers are very good.  ,1
I have yet to run this new battery below two bars and that's three days without charging.,1
"Try them in the airport to experience some tasty food and speedy, friendly service.",1
very tough and very short on flavor!,0
"This was my first crawfish experience, and it was delicious!",1
What a great double cheeseburger!,1
"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0
I had a pretty satifying experience.,1
The reception is excellent!,1
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0
This product is ideal for people like me whose ears are very sensitive.,1
I bought this to use with my Kindle Fire and absolutely loved it!,1
"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1
Can't store anything but phone numbers to SIM.,0
"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",0
Easy to use.,1
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
I don't know what kind it is but they have the best iced tea.,1
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
Hitchcock is a great director.  ,1
The Buffet at Bellagio was far from what I anticipated.,0
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0
"However, there was so much garlic in the fondue, it was barely edible.",0
Can't upload ringtones from a third party.,0
"A very good film indeed, about great and unconditional love.  ",1
The text messaging feature is really tricky to use.,0
My headset works just peachy-keen.,1
It's like a bad two hour TV movie.  ,0
What a mistake that was!,0
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1
"Woa, talk about awful.  ",0
Is it possible for a movie to get any worse than this?  ,0
There is nothing privileged about working/eating there.,0
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0
"Sorry, I will not be getting food from here anytime soon :(",0
"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1
The story line is totally predictable.  ,0
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1
The BT headset was such a disapoinment.,0
We were sat right on time and our server from the get go was FANTASTIC!,1
"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",1
Great pork sandwich.,1
The last 15 minutes of movie are also not bad as well.  ,1
These are certainly very comfortable and functionality is decent.,1
They were golden-crispy and delicious.,1
The phone gets EXTREMELY HOT!,0
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1
Terrible phone holder.,0
Excellent wallet type phone case.,1
Great audio!.,1
Does Not Work.,0
It was packed!!,0
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0
The service was outshining & I definitely recommend the Halibut.,1
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0
A great film by a great director.  ,1
The flair bartenders are absolutely amazing!,1
Please dont waste your money.,0
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1
"This hole in the wall has great Mexican street tacos, and friendly staff.",1
Everything stinks.  ,0
I am very happy,1
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,0
"Plus, it was well-paced and suited its relatively short run time.  ",1
I give it 2 thumbs down,0
Alexander Nevsky is a great film.  ,1
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
The food was terrible.,0
This phone might well be the worst I've ever had in any brand.,0
"Overall, I was very disappointed with the quality of food at Bouchon.",0
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
At no point in the proceedings does it look remotely like America.  ,0
It was not good.,0
The incredible soundtrack truly captures the essence of the film.  ,1
The kids are annoying.  ,0
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1
You also cannot take pictures with it in the case because the lense is covered.,0
Very little music or anything to speak of.  ,0
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0
Used and dirty.,0
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1
I'm not eating here!,0
"The food is about on par with Denny's, which is to say, not good at all.",0
If you stay in Vegas you must get breakfast here at least once.,1
"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1
It wasn't busy at all and now we know why.,0
Anne Heche was utterly convincing.  ,1
He deserves 5 stars.,1
It is a true classic.  ,1
They do not care about the consumer one bit.,0
Lasted one day and then blew up.,0
"All things considered, a job very well done.  ",1
"Gotta love those close-ups of slimy, drooling teeth!  ",1
The majority of the Logitech earbud headsets failed.,0
And the beans and rice were mediocre at best.,0
The yellowtail carpaccio was melt in your mouth fresh.,1
Duris has a wholesome appearance and gives a fine performance.  ,1
The film looks cheap and bland.  ,0
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1
"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",0
"The lines, the cuts, the audio, everything is wrong.  ",0
The phone takes FOREVER to charge like 2 to 5 hours literally.,0
"I won't spoil it, but the ending in pretty amazing.  ",1
The movie I received was a great quality film for it's age.  ,1
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0
How stupid is that?,0
Highly unprofessional and rude to a loyal patron!,0
"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1
I had a seriously solid breakfast here.,1
"Audio Quality is poor, very poor.",0
"There is, however, some pretty good acting (at least, for this type of film).  ",1
doesn't last long.,0
say bye bye to your tip lady!,0
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0
Comfortable in my hand.,1
There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0
this place is good.,1
Virgin Wireless rocks and so does this cheap little phone!,1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,1
You won't regret it!,1
The script iswas there a script?  ,0
Also its slim enough to fit into my alarm clock docking station without removing the case.,1
"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0
Worst software ever used.... If I could give this zero stars I would.,0
"My father has the V265, and the battery is dying.",0
"You get incredibly fresh fish, prepared with care.",1
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1
"Light weight, I hardly notice it is there.",1
"It is light, easy to use, and has very clear reception and transmission.",1
I am more than happy with this product.,1
Punishment Park is a brilliant piece of cinema.  ,1
This is a great product..... sure beats using your fingers!.,1
The waiter wasn't helpful or friendly and rarely checked on us.,0
The price is reasonable and the service is great.,1
The lighting is just dark enough to set the mood.,1
"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",0
I was seated immediately.,1
The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1
"If you want healthy authentic or ethic food, try this place.",1
The movie has almost no action scenes in it and very little comedy.  ,0
Lange had become a great actress.  ,1
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1
"This item worked great, but it broke after 6 months of use.",0
2 Thumbs Up!!,1
Battery is terrible.,0
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0
"I am pairing this with my iphone, and I could not be happier with it so far.",1
Integrated seamlessly with the Motorola RAZR phone.,1
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0
"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0
Nice design and quality.,1
I gave it 5 stars because of the sound quality.,1
It was clear that she had the range and ability to pull off this part.  ,1
Nothing special.,0
I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,1
Nevertheless yet another wonderful film from the great master's stable.  ,1
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
